,description
1974,"The U.S. Divers Adult snorkeling set combines a Cozumel Mask, Seabreeze Dry Snorkel and Proflex II Fins. The mask is a One-size fits all, Two-Window design. The snorkel has a Dry top to keep splashed water out. The fins are a contempory designed, dual-composite for excellent power and styling.

"
1975,"

Aqua Lung was created to make the unseen, seen. In 1943, the first ever """"aqua-lung"""" formulated as the brainchild of Captain Jacques-Yves Cousteau and Émile Gagnan. Since then, this brand has advanced into many branches of use including recreational, technical and military.

PROFLEX II
This diving fin was created in a longer, slim-fitting fashion complete with a soft foot pocket and dual vented blades, pairing more distance with comfort and ease. Make your descent in these fins knowing that your needs were not compromised.

ADVENTURES IN ALL SIZES
The Proflex II Diving Fins are offered in sizes ranging from Small to X-Large and everything in between to fit unique individual needs or stock up for the whole family.

REVOLUTION IN HIGH-STANDARDS
Through continued research and testing, Aqua Lung products have evolved into industry-leading diving gear for the safety and enjoyment people worldwide. Studies and experimentations keep standards high and products revolutionary for a maximum underwater experience.

COMMITTED TO OUR OCEANS
U.S. Divers and Aqua Lung's commitment lies not only in fun, but they are forever loyal to our planet. Finding passion and privilege in creating equipment that contributes to healthier oceans and environmental discoveries is what keeps their wheels turning. Get out there!



"
1976,"U. S. Divers offers a variety of fin styles to meet the needs of water sports enthusiasts whether they're diving, snorkeling, tube fishing, body surfing, or having fun in the pool, and the Shredder Surf II body boarding and body surfing fin is among the best. The Shredder Surf II--which is engineered to deliver power and speed while conserving energy--is distinguished by its dual-composite blade, which cups and channels the water efficiently. In addition, the fin is notably compact, making it excellent for not only body surfing and boarding, but also as a travel fin for snorkeling. And thanks to the adjustable foot strap, built-in leash system, and super-soft foot pocket, the fin fits comfortably regardless of your foot shape and won't float away after getting hit by a particularly big wave. The Shredder Surf II, which comes in metallic red, is available in S (4 to 7), M (7 to 10), and L/XL (10 to 13) sizes and is backed by a two-year limited .

"
1977,"3mm chest panels with 2mm side panels, Super stretch panels for greater flexibility

This U.S. Divers' Mercury wetsuit--made of the highest-quality materials available--offers a superior combination of fit, performance, and style. The ""shorty"" suit is distinguished by its short-sleeve arms and legs and its titanium-blend 3 mm chest panels, which reflect heat back to the body to keep divers and surfers warm in cool currents. The suit also features 2 mm side panels and super-stretch panels under the arms, both of which give the wearer added flexibility whether twisting to the side or reaching upward. And thanks to the neoskin seals on the neck, legs, and wrists, the suit seals out water with aplomb. Other details include flat-lock stitching for extra comfort, a heavy-duty corrosion-free #10 YKK zipper on the back, and a pull chord with a double-tap hook and loop tie down to keep the suit fully sealed. Available in a variety of sizes (see table), the Mercury shorty suit is backed by a two-year limited warranty.





"
1978,"High cut 5 mil neoprene boot with vulcanized sole. If you are looking for comfort and traction at a great price, this bootie is for you!

"
1979,"3 mil neoprene warm water glove with rubberized textured palms. Provides extra warmth in cooler water

"
1980,"Large carrying bag that holds a large amount of gear

U.S. Divers offers a variety of professional-quality travel bags--from handheld bags to duffels with shoulder straps--to enhance your snorkeling and diving adventures. The Mariner bag, one of the most versatile in the collection, is distinguished by its heavy-duty PVC-coated mesh material that's ventilated to let air in and water out. Users will also dig the inside dry pocket, which protects everything from a change of clothes to important valuables as water sloshes about. And thanks to the D-ring attachment and carrying strap, the Mariner is a breeze to tote from the car to the boat. Measuring 26-1/2 by 13 by 13 inches (W x H x D), the blue and black bag is covered by a two-year limited warranty.



"
1981,"3mm chest panels with 2mm side panels, Super stretch panels for greater flexibility

"
1982,"The product is Planet Bike Hardcore Hybrid Front and Rear Bicycle Fender Set with Stainless Steel Hardware & Mud Flaps (45mm Wide)

"
1983,
1984,"Aqua Sphere Seal Mask Clear lens, Trans/Blue Silicone Mask. Curved Plexisol Lens and Revolutionary Buckle System. Curved lenses provide a distortion-free 180 degree range of vision.

"
1985,"Aqua Sphere Kaiman Adult Swim Goggle, clear lens, Translucent + Purple

"
1986,"Cutting edge fin technology and split blades increase swimming speeds for a more intense workout.

"
1987,"You've never tried a swim cap like this before! Specially designed for added comfort and utility, the Aqua Sphere swim cap features ergonomic ear pockets that add comfort and help to prevent the swim cap from slipping off.

"
1988,"Slime's sealants are simply the best in their class. Distributed in over 75 countries they are formulated with rust and corrosion inhibitors so they are safe for your rims tubes and tires. Never worry about a flat tire again. The name brand people know and trust for flat tire prevention and repair. For tires with inner tubes.

"
1989,
1990,"Slime Lite Smart Tubes are lightweight innertubes pre-installed with Slime Sealant, providing maximum puncture protection with minimal added weight. Slime Tube Sealant prevents and repairs flat tires caused by puncturing objects up to 1/8-inch (3mm) in diameter. That means longer distances, faster times, and no flat tires. Lite Smart Tubes instantly and repeatedly seal punctures for up to two years. Designed to seal tread area punctures.

"
1991,"Pffftt. Bummer you just got a flat, but sweet that you packed the Slime SKABS Patch Kit w/Tire Levers into your back pocket. Stop, pull the tire off with the levers, scuff the puncture spot, peel and stick the patch, get the tire on, pump it up, put the wheel back ondone.

Product Features



"
1992,"Slime Self-Sealing Smart Tubes are pre-installed with Slime Sealant, providing maximum puncture protection. Slime Tube Sealant prevents and repairs flat tires caused by puncturing objects up to 1/8-inch (3mm) in diameter. That means longer distances, faster times, and no flat tires. Slime Self-Sealing tubes install like regular bike tubes and repeatedly seal punctures for up to two years. Designed to seal tread area punctures.

"
1993,"The Seal XP is a hybrid goggle that combines the superior visibility and exceptional comfort of the Seal Mask with the low profile and hydrodynamics of the Kaiman Goggles. It has a flexible, one-piece frame and comfortable, watertight skirt that provides for hours of swimming and water sports enjoyment. The low profile, wrap-around design of the Seal XP creates less drag, has greater hydrodynamics and is ideal for fitness swimming or swim training. The unique PlexisolÂ® lens provides 100% UV protection and is fog and scratch resistant. The innovative easy-adjust buckle system of the Seal XP also allows for quick and easy adjustments, even while wearing the mask. One-piece molded construction. 100% UVA and UVB protection. 180-degree visibility. Innovative easy-adjust buckles. Anti-fog and scratch resistant coating. Comes in molded protective case.

"
1994,"Sphera mask is the same great fitting goggle as our Seal mask, but with a nose pocket. Features curve lens & full silicone skirt. A very low profile mask

"
1995,
1996,"Slime's 12-Volt Tire Inflator is a compact tire inflator that easily connects by 12-Volt accessory power. If your tire is low, just plug the power cord into your accessory outlet and top off the air. In 8 minutes this inflator can inflate a tire from a flat to optimal pressure. TPMS safe and capable of inflating up to 100 PSI. This inflator features a built-in dial guage to get easy and accurate readings. It also includes a hose adapter kit with inflation nozzle and ball needle to take care of your other inflation needs. With regular use, this inflator will help your vehicle achieve optimal fuel economy, maximize tire tread life and ensure proper vehicle handling.

"
1997,"Slime Self-Sealing Smart Tubes are pre-installed with Slime Sealant, providing maximum puncture protection. Slime Tube Sealant prevents and repairs flat tires caused by puncturing objects up to 1/8-inch (3mm) in diameter. That means longer distances, faster times, and no flat tires. Slime Self-Sealing tubes install like regular bike tubes and repeatedly seal punctures for up to two years. Non-toxic and non-flammable, Slime Sealant cleans up with water and is designed to seal tread area punctures.

"
1998,"Protective Case helps prevent damage to your Seal Mask or Kaiman Goggles

"
1999,"Aqua Sphere engineered ear plugs constructed of 100% siltech

"
2000,"Ultra absorbent towel allows you to dry off quickly and easily and is the perfect size for taking to the pool or gym.

"
2001,"Slime Tube Protectors are lightweight, durable strips of extruded polyurethane that protect your bike tires from pesky punctures. They install easily between your bike tire and tube. Size: 26 x 1.75-2.125"".

"
2002,"US Divers Cozumel Dive Set - Consisting of the Cozumel mask, Seabreeze Dry snorkel, and Proflex II fins, this bundle from U.S. Divers is a must for recreational snorkelers of all stripes. The Seabreeze Dry snorkel hails from U.S. Divers' Sport Rec series, which is distinguished by its high-quality PVC mouthpieces and large bore barrel designs. More significantly, the snorkel features a dry top structure that keeps splashed water out while maintaining an unobstructed airflow. As a result, you needn't worry about filling your lungs with water each time a fellow swimmer kicks up a bit. Other details include a classic contoured shape for style and comfort, a quick-release snorkel keeper, and an easy-clear purge valve. The Cozumel mask, meanwhile, fits kids ages 10 and up and most adults, and is distinguished by such features as a two-window lens with a clear frame for maximum light entry and an easy-adjust buckle system. The Proflex II fin--which features a long blade with dual-composite fin rails for enhanced snap and thrust--finishes off the bundle. Snorkelers will love the fin's enclosed heel and soft foot pocket, which provides a snug and comfortable fit. And thanks to the contemporary design and metallic blue color, users can rest assured that no other snorkeler will look as good on the beach or at the dock. The snorkel and mask are one size fits all, the fin comes in varying sizes.

Consisting of the Cozumel mask, Seabreeze Dry snorkel, and Proflex II fins, this bundle from U.S. Divers is a must for recreational snorkelers of all stripes. The Seabreeze Dry snorkel hails from U.S. Divers' Sport Rec series, which is distinguished by its high-quality PVC mouthpieces and large bore barrel designs. More significantly, the snorkel features a dry top structure that keeps splashed water out while maintaining an unobstructed airflow. As a result, you needn't worry about filling your lungs with water each time a fellow swimmer kicks up a bit. Other details include a classic contoured shape for style and comfort, a quick-release snorkel keeper, and an easy-clear purge valve.

The Cozumel mask, meanwhile, fits kids ages 10 and up and most adults, and is distinguished by such features as a two-window lens with a clear frame for maximum light entry and an easy-adjust buckle system. The Proflex II fin--which features a long blade with dual-composite fin rails for enhanced snap and thrust--finishes off the bundle. Snorkelers will love the fin's enclosed heel and soft foot pocket, which provides a snug and comfortable fit. And thanks to the contemporary design and metallic blue color, users can rest assured that no other snorkeler will look as good on the beach or at the dock. While the snorkel and mask are one size fits all, the fin comes in five sizes.

Fin Sizing:

Manufacturer's Warranty
Two-year limited warranty



"
2003,"Giro Me2 Infant/Toddler Bike Helmet

Make sure your kids have a fun and safe ride with the Giro Me2 bike helmet for infants and toddlers. In addition to several colorfully fanciful designs--including yellow chicks, aviator pigs, pink bunnies, and red duck and goose--the helmet features 20 vents (protected with a built-in bug net) to help to keep your child's head cool. It also features Giro's Mini-Loc fit system with simple strap guides that enable your kid to put on the helmet without pinching skin. There's soft padding inside that feels great and a built-in visor for a bit of shade. This helmet is adjustable, enabling it to grow with your child. It's sized for infants and toddlers with heads measuring 18.75 to 20.5 inches in diameter.



Fitting a Helmet
Here are some guidelines to getting the best fit for a bike helmet.

About Giro
Working late nights in his garage, designer/bike racer Jim Gentes created the first lightweight adult cycling helmet in 1985. Friends at NASA helped tune the final helmet shape and vent placement, and the result was the Giro Prolight, a helmet that was better looking than traditional designs while offering a superior fit and still met the industry's toughest safety standards. Plus, it was half the weight of traditional helmets. Since then, Giro has advanced its helmets, many of which have set the standards for styling, function, and innovation for progressive, performance-oriented riders on dirt, pavement, and snow. Giro helmets are worn by millions of riders, cyclists, skiers, and snowboarders around the world. Young-bloods and old-timers; hard-cores, heshers, and hipsters; rookies, experts, and a few regular Joes too--in fact, pretty much anyone that appreciates superior fit and function, cutting edge styling, and the very best ideas you get in a helmet.



"
2004,
2005,"Gunmetal is a leading provider of innovative outdoor products that enable our customers to achieve rugged independence in the activity of their choice. Vista Outdoor operates in two primary business segments: shooting sports and outdoor products. Our portfolio includes well-respected brands Designed to bring the World outside.

"
2006,"Wide and Stable - the Trak Block II levels the front of the bike when riding a trainer. Fits 650c, 700c and 26"" wheels

"
2007,"

The 21-jewel, automatic Seiko Men's ""Orange Monster"" Automatic Dive Watch winds itself with the motion of your wrist, so you'll never need to change the battery. It has a stainless steel case and features an orange dial with three-hand function, easy-to-read bar markers, and an English/Spanish day/date window at the three o'clock position. Additional features include a screw-down case and crown, a scratch-resistant Hardlex crystal, and a one-way rotating bezel that keeps track of elapsed time. With its Lumibrite hands, markers, and bezel, this watch is easy to read in both light and dark conditions. The watch secures to a durable, stainless-steel bracelet band. Designed for diving, this watch is water-tested to 200 meters. It meets ISO standards and is suitable for scuba diving.

This is an automatic mechanical watch. Automatic watches do not operate on batteries; instead, they are powered automatically by the movement of the wearer’s arm. If the main spring in your automatic watch is not wound sufficiently, timekeeping may become less accurate. In order to maintain accuracy, wear the watch for 8 hours or more per day, or manually wind the main spring by turning the crown. When not in use, automatic watches may be kept charged with an automatic watch winder – a watch storage unit which may be purchased separately.





From Humble beginnings, Kintaro Hattori’s Vision for Seiko has become reality. A consuming passion for excellence - imprinted in our Corporate DNA passed from generation to generation. Seiko, for 125 years committed to the art and science of time.

A culture of innovation connects a 19th century Tokyo clock shop with 20th century advances in timekeeping to an extraordinary 21st century ""quiet revolution."" Continually driven by dedication and passion, established a multitude of world’s first technologies… transforming the principles of timekeeping.

The first quartz wristwatch – changed the history of time.

The first Kinetic – marked a new era in quartz watch technology.

In 1969, Seiko Astron, the first quartz wristwatch - was introduced.

In an instant, Seiko exponentially improved the accuracy of wristwatches –And Seiko technology firmly established today’s standard in Olympic and sports timing.

1984, another celebrated first – Kinetic Technology – powered by body movement.

Kinetic – a quartz mechanism with unparalleled accuracy –the driving force behind more world’s firsts.

Kinetic Chronograph – the next generation of high performance timekeeping.

Kinetic Auto Relay – automatically resets to the correct time.

Kinetic Perpetual - combining the date perfect technology of perpetual calendar with the genius of Kinetic Auto Relay.

And now Kinetic Direct Drive – move, and the watch is powered automatically. Or hand wind it and see the power you are generating in real time.

In the realm of fine watches, time is measured by Seiko innovation – A heritage of dedication to the art and science of time.



"
2008,"Material 600D Polyester Dimension 14 x 6.5 x 3 in. Capacity 150 in3 / 2.5 L Weight 8 oz / 0.2 kg

"
2009,"Rothco makes quality outdoor and sports gear for all types of situation. Whether you are in a combat intensive environment, or if you are a recreational user, Rothco will fit the lifestyle of many. Quality tested and Performance driven, use rothco.

"
2010,"Eureka!'s legendary A-frame tent was the first double-wall tent, combining a breathable inner body with waterproof rainfly. Clips make set-up simple. Eureka! found its humble beginnings in 1895 and today their camping gear gives you the freedom to have fun - from tents to cooking systems, and sleeping bags to camp furniture - reliable, easy-to-use, and packed with features campers care about.

One of the world's most popular tents (with over a million sold), the classic A-frame Eureka Timberline 2 offers a roomy, well-ventilated shelter for two campers. Ideal for casual backpackers or as starter tents for new campers, the Timberline 2 weighs less than 6 pounds and can be used for three-season camping. This free-standing tent is quick and easy to set up, thanks to a sturdy shockcorded 0.5-inch aluminum frame, ring and pin attachments, and clip attachments.

It features a breathable nylon wall, polyester fly, and polyester bathtub floor that keeps seams taut and high off the ground for superior protection from the elements. It has a large front door and two windows (on in the door, and one in the back). The windows are closable as well as hooded by the fly, so they can be open even in rain. Other features include:

Specifications:

About Eureka
Though the exact year is unknown, Eurekas long history begins prior to 1895 in Binghamton, New York, where the company still resides today. Then known as the Eureka Tent & Awning Company, its first wares were canvas products--most notably, Conestoga wagon covers and horse blankets for nineteenth century American frontiersmen--as well as American flags, store awnings, and camping tents.

The company increased production of its custom canvas products locally throughout the 1930s and during the 1940 and even fabricated and erected the IBM ""tent cities"" just outside Binghamton. The seven acres of tents housed thousands of IBM salesmen during the companys annual stockholders meeting, which had since outgrown its previous locale. In the 1940s, with the advent of World War II and the increased demand for hospital ward tents, Eureka expanded operations and began shipping tents worldwide. Ultimately, upon the post-war return of the GIs and the resultant housing shortage, Eureka turned its attention to the home front during the 1950s by supplying awnings for the multitude of mobile homes that were purchased.

In 1960, Eurekas new and innovative Draw-Tite tent, with its practical, free standing external frame, was used in a Himalayan Expedition to Nepal by world renowned Sir Edmund Hillary, the first person documented to summit Mt. Everest only six years earlier. In 1963, Eureka made history during its own Mt. Everest ascent, with more than 60 of its tents sheltering participants from fierce 60+ mph winds and temperatures reaching below -20°F during the first all American Mt. Everest Expedition.

For backpackers and families, Eureka introduced its legendary Timberline tent in the 1970s. Truly the first StormShield design, this completely self-supporting and lightweight backpacking tent became one of the most popular tents the entire industry with sales reaching over 1 million by its ten year anniversary.

Eureka tents have also traveled as part of several historic expeditions, including the American Womens Himalayan Expedition to Annapurna I in 1978 and the first Mt. Everest ascents by a Canadian and American woman in 1986 and 1988. In recent history, tents specially designed and donated by Eureka sheltered Eric Simonson and his team on two historic research expeditions to Mount Everest, this time in a quest for truth regarding the 1924 attempted summit of early English explorers George Mallory and Andrew Irvine. During the 1999 expedition, the team made history finding the remains of George Mallory, but the complete mystery remained unsolved. Returning in 2001 to search for more clues, the team found amazing historical artifacts which are now on display at the Smithsonian.

Amazon.com Tent Guide
Selecting a Tent
Fortunately, there are all kinds of tents for weekend car campers, Everest expeditions, and everything in-between. Here are a few things to keep in mind:

Expect the Worst
In general, it's wise to choose a tent that's designed to withstand the worst possible conditions you think you'll face. For instance, if you're a summer car camper in a region where weather is predictable, an inexpensive family or all purpose tent will likely do the trick--especially if a vehicle is nearby and you can make a mad dash for safety when bad weather swoops in! If you're a backpacker, alpine climber or bike explorer, or if you like to car camp in all seasons, you'll want to take something designed to handle more adversity.

Three- and Four-Season Tents
For summer, early fall and late spring outings, choose a three-season tent. At minimum, a quality three season tent will have lightweight aluminum poles, a reinforced floor, durable stitching, and a quality rain-fly. Some three-season tents offer more open-air netting and are more specifically designed for summer backpacking and other activities. Many premium tents will feature pre-sealed, taped seams and a silicone-impregnated rain-fly for enhanced waterproofness.

For winter camping or alpine travel, go with a four season model. Because they typically feature more durable fabric coatings, as well as more poles, four-season tents are designed to handle heavy snowfall and high winds without collapsing. Of course, four-season tents exact a weight penalty of about 10 to 20 percent in trade for their strength and durability. They also tend to be more expensive.

Domes and Tunnels
Tents are broadly categorized into two types, freestanding, which can stand up on their own, and those that must be staked down in order to stand upright. Freestanding tents often incorporate a dome-shaped design, and most four-season tents are constructed this way because a dome leaves no flat spots on the outer surface where snow can collect. Domes are also inherently stronger than any other design. Meanwhile, many three-season models employ a modified dome configuration called a tunnel. These are still freestanding, but they require fewer poles than a dome, use less fabric, and typically have a rectangular floor-plan that offers less storage space than a dome configuration. Many one and two-person tents are not freestanding, but they make up for it by being more lightweight. Because they use fewer poles, they can also be quicker to set up than a dome.

Size Matters
Ask yourself how many people you'd like to fit in your fabric hotel now and in the future. For soloists and minimalists, check out one-person tents. If you're a mega-minimalist, or if you have your eye on doing some big wall climbs, a waterproof-breathable bivy sack is the ticket. Some bivy sacks feature poles and stake points to give you a little more breathing room. Also, if you don't need bug protection and you want to save weight, check out open-air shelters.

Families who plan on car camping in good weather can choose from a wide range of jumbo-sized tents that will accommodate all your little ones with room to spare. A wide range of capacities is also available for three- and four-season backpacking and expedition tents. Remember, though, the bigger the tent you buy, the heavier it will be, although it's easy to break up the tent components among several people in your group. It's also helpful to compare the volume and floor-space measurements of models you're considering.



"
2011,"Eureka!'s legendary A-frame tent was the first double-wall tent, combining a breathable inner body with waterproof rainfly. Clips make set-up simple. Eureka! found its humble beginnings in 1895 and today their camping gear gives you the freedom to have fun - from tents to cooking systems, and sleeping bags to camp furniture - reliable, easy-to-use, and packed with features campers care about.

One of the world's most popular tents (with over a million sold), the classic A-frame Eureka Timberline 2 offers a roomy, well-ventilated shelter for two campers. Ideal for casual backpackers or as starter tents for new campers, the Timberline 2 weighs less than 6 pounds and can be used for three-season camping. This free-standing tent is quick and easy to set up, thanks to a sturdy shockcorded 0.5-inch aluminum frame, ring and pin attachments, and clip attachments.

It features a breathable nylon wall, polyester fly, and polyester bathtub floor that keeps seams taut and high off the ground for superior protection from the elements. It has a large front door and two windows (on in the door, and one in the back). The windows are closable as well as hooded by the fly, so they can be open even in rain. Other features include:

Specifications:

About Eureka
Though the exact year is unknown, Eurekas long history begins prior to 1895 in Binghamton, New York, where the company still resides today. Then known as the Eureka Tent & Awning Company, its first wares were canvas products--most notably, Conestoga wagon covers and horse blankets for nineteenth century American frontiersmen--as well as American flags, store awnings, and camping tents.

The company increased production of its custom canvas products locally throughout the 1930s and during the 1940 and even fabricated and erected the IBM ""tent cities"" just outside Binghamton. The seven acres of tents housed thousands of IBM salesmen during the companys annual stockholders meeting, which had since outgrown its previous locale. In the 1940s, with the advent of World War II and the increased demand for hospital ward tents, Eureka expanded operations and began shipping tents worldwide. Ultimately, upon the post-war return of the GIs and the resultant housing shortage, Eureka turned its attention to the home front during the 1950s by supplying awnings for the multitude of mobile homes that were purchased.

In 1960, Eurekas new and innovative Draw-Tite tent, with its practical, free standing external frame, was used in a Himalayan Expedition to Nepal by world renowned Sir Edmund Hillary, the first person documented to summit Mt. Everest only six years earlier. In 1963, Eureka made history during its own Mt. Everest ascent, with more than 60 of its tents sheltering participants from fierce 60+ mph winds and temperatures reaching below -20°F during the first all American Mt. Everest Expedition.

For backpackers and families, Eureka introduced its legendary Timberline tent in the 1970s. Truly the first StormShield design, this completely self-supporting and lightweight backpacking tent became one of the most popular tents the entire industry with sales reaching over 1 million by its ten year anniversary.

Eureka tents have also traveled as part of several historic expeditions, including the American Womens Himalayan Expedition to Annapurna I in 1978 and the first Mt. Everest ascents by a Canadian and American woman in 1986 and 1988. In recent history, tents specially designed and donated by Eureka sheltered Eric Simonson and his team on two historic research expeditions to Mount Everest, this time in a quest for truth regarding the 1924 attempted summit of early English explorers George Mallory and Andrew Irvine. During the 1999 expedition, the team made history finding the remains of George Mallory, but the complete mystery remained unsolved. Returning in 2001 to search for more clues, the team found amazing historical artifacts which are now on display at the Smithsonian.

Amazon.com Tent Guide
Selecting a Tent
Fortunately, there are all kinds of tents for weekend car campers, Everest expeditions, and everything in-between. Here are a few things to keep in mind:

Expect the Worst
In general, it's wise to choose a tent that's designed to withstand the worst possible conditions you think you'll face. For instance, if you're a summer car camper in a region where weather is predictable, an inexpensive family or all purpose tent will likely do the trick--especially if a vehicle is nearby and you can make a mad dash for safety when bad weather swoops in! If you're a backpacker, alpine climber or bike explorer, or if you like to car camp in all seasons, you'll want to take something designed to handle more adversity.

Three- and Four-Season Tents
For summer, early fall and late spring outings, choose a three-season tent. At minimum, a quality three season tent will have lightweight aluminum poles, a reinforced floor, durable stitching, and a quality rain-fly. Some three-season tents offer more open-air netting and are more specifically designed for summer backpacking and other activities. Many premium tents will feature pre-sealed, taped seams and a silicone-impregnated rain-fly for enhanced waterproofness.

For winter camping or alpine travel, go with a four season model. Because they typically feature more durable fabric coatings, as well as more poles, four-season tents are designed to handle heavy snowfall and high winds without collapsing. Of course, four-season tents exact a weight penalty of about 10 to 20 percent in trade for their strength and durability. They also tend to be more expensive.

Domes and Tunnels
Tents are broadly categorized into two types, freestanding, which can stand up on their own, and those that must be staked down in order to stand upright. Freestanding tents often incorporate a dome-shaped design, and most four-season tents are constructed this way because a dome leaves no flat spots on the outer surface where snow can collect. Domes are also inherently stronger than any other design. Meanwhile, many three-season models employ a modified dome configuration called a tunnel. These are still freestanding, but they require fewer poles than a dome, use less fabric, and typically have a rectangular floor-plan that offers less storage space than a dome configuration. Many one and two-person tents are not freestanding, but they make up for it by being more lightweight. Because they use fewer poles, they can also be quicker to set up than a dome.

Size Matters
Ask yourself how many people you'd like to fit in your fabric hotel now and in the future. For soloists and minimalists, check out one-person tents. If you're a mega-minimalist, or if you have your eye on doing some big wall climbs, a waterproof-breathable bivy sack is the ticket. Some bivy sacks feature poles and stake points to give you a little more breathing room. Also, if you don't need bug protection and you want to save weight, check out open-air shelters.

Families who plan on car camping in good weather can choose from a wide range of jumbo-sized tents that will accommodate all your little ones with room to spare. A wide range of capacities is also available for three- and four-season backpacking and expedition tents. Remember, though, the bigger the tent you buy, the heavier it will be, although it's easy to break up the tent components among several people in your group. It's also helpful to compare the volume and floor-space measurements of models you're considering.



"
2012,"Classic design traditionally used by military forces for its precisely accurate bearings in land navigation and directing artillery coordinates. Heavy-duty, powder-coated aluminum housing. Liquid-filled compass with 2? increments, sighting-slit unit/top cover, quality lens in sighting arm to magnify dial reading

Traditionally used by the military due to its highly accurate bearings in land navigation, the Silva Lensatic 360 compass offers a classic design that will stand up to your most rigorous hikes or orienteering outings. It's protected in a black powder-coated aluminum housing. The liquid-filled compass features 2-degree increments, sighting-slit unit/top cover, and a quality lens in sighting arm to magnify dial reading. Luminous points on rotating bezel aid readings under low light conditions. It measures 3.1 by 2.1 by 1 inches and weighs 3 ounces.



"
2013,"Looking for a sighting compass that's great for any outdoor activity? The polypropylene body of this compass floats, giving you added security while trekking, canoeing or rafting. A full-size sighting mirror with vee notch lets you take quick and accurate readings on distant landmarks. A dial with 2� graduations and declination scale makes turning from map bearings to field headings easy. Available in graphite, with easy-to-read yellow text for the inch and millimeter rules

A great choice for sighting all outdoor activities, the Silva Guide 426 compass features a polypropylene body enabling it to float in water--adding security to rafting and canoeing trips. It has a full-size sighting mirror with a vee notch and a vertical sighting line to aid in accurate sightings. Other features include 2-degree graduations on the dial, inch and millimeter rules, a fixed declination scale, and a neck lanyard. It comes in graphite, with easy-to-read yellow text for the inch and millimeter rules. It measures 2.25 by 2.75 inches and weighs 0.9 ounces.



"
2014,
2015,
